web-scraper-order,web-scraper-start-url,champion,champion-href,Counters,Countered
"1515286275-588","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Taliyah","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Taliyah/","","Fizz"
"1515286262-567","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Talon","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Talon/","Riven",""
"1515286925-2048","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Evelynn","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Evelynn/","","Shaco"
"1515286674-1498","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kha'Zix","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Khazix/","Gragas",""
"1515286240-507","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Thresh","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Thresh/","Teemo",""
"1515286857-1851","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Hecarim","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Hecarim/","","Evelynn"
"1515286857-1845","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Hecarim","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Hecarim/","Zac",""
"1515286879-1906","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Gnar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Gnar/","","MonkeyKing"
"1515286752-1713","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jax","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jax/","Rumble",""
"1515286865-1869","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Graves","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Graves/","","Vayne"
"1515286474-1001","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Poppy","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Poppy/","","Morgana"
"1515286622-1376","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lissandra","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Lissandra/","Jax",""
"1515286231-497","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Tristana","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Tristana/","","Vayne"
"1515286597-1332","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lux","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Lux/","","Alistar"
"1515286873-1881","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Gragas","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Gragas/","Zac",""
"1515286657-1461","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kled","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kled/","JarvanIV",""
"1515286716-1617","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Karthus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Karthus/","","Anivia"
"1515286262-574","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Talon","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Talon/","","Cassiopeia"
"1515286935-2076","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ekko","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ekko/","Taliyah",""
"1515286386-862","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Rumble","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Rumble/","","Kayle"
"1515286454-960","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Rakan","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Rakan/","Veigar",""
"1515286891-1943","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Gangplank","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Gangplank/","","Pantheon"
"1515286253-548","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Taric","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Taric/","Brand",""
"1515287029-2325","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Azir","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Azir/","Ryze",""
"1515286885-1918","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Garen","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Garen/","","Teemo"
"1515286546-1198","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Morgana","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Morgana/","","Taric"
"1515286721-1631","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Karma","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Karma/","","Braum"
"1515286891-1944","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Gangplank","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Gangplank/","","Riven"
"1515286335-730","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Sion","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Sion/","","Taric"
"1515286289-623","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Syndra","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Syndra/","","Velkoz"
"1515286120-324","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Vel'Koz","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Velkoz/","","Nautilus"
"1515286146-382","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Urgot","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Urgot/","Udyr",""
"1515286044-88","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zed","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zed/","","Zilean"
"1515286104-262","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Vladimir","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Vladimir/","","Kayle"
"1515286752-1722","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jax","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jax/","","Malphite"
"1515286061-131","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Yasuo","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Yasuo/","Tryndamere",""
"1515287042-2365","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ashe","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ashe/","Draven",""
"1515286514-1101","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nocturne","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nocturne/","MasterYi",""
"1515286140-368","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Varus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Varus/","Kalista",""
"1515287099-2502","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Aatrox","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Aatrox/","","Teemo"
"1515286454-972","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Rakan","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Rakan/","","Sion"
"1515286297-631","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Swain","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Swain/","Heimerdinger",""
"1515286109-286","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Viktor","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Viktor/","","Ahri"
"1515286840-1817","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Illaoi","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Illaoi/","","Yasuo"
"1515286502-1066","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Olaf","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Olaf/","Pantheon",""
"1515286743-1700","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jayce","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jayce/","Jax",""
"1515286564-1235","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Miss Fortune","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/MissFortune/","","Vayne"
"1515286305-649","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Soraka","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Soraka/","Brand",""
"1515287048-2387","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Annie","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Annie/","","Janna"
"1515286770-1763","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Janna","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Janna/","","Leona"
"1515286974-2198","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Cassiopeia","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Cassiopeia/","Teemo",""
"1515286657-1462","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kled","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kled/","Poppy",""
"1515286642-1433","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","LeBlanc","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Leblanc/","","Annie"
"1515286682-1529","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kennen","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kennen/","","Yorick"
"1515286891-1942","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Gangplank","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Gangplank/","","MonkeyKing"
"1515287091-2476","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ahri","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ahri/","","Veigar"
"1515286682-1513","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kennen","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kennen/","Orianna",""
"1515286761-1735","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jarvan IV","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/JarvanIV/","Zac",""
"1515287073-2440","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Alistar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Alistar/","","Janna"
"1515287048-2392","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Annie","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Annie/","","Rakan"
"1515286240-518","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Thresh","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Thresh/","","Leona"
"1515286582-1287","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Malzahar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Malzahar/","Vladimir",""
"1515286582-1294","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Malzahar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Malzahar/","","Velkoz"
"1515286297-637","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Swain","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Swain/","Ornn",""
"1515286140-372","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Varus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Varus/","","Twitch"
"1515286832-1784","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Irelia","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Irelia/","Kennen",""
"1515286400-898","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Rengar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Rengar/","","Shyvana"
"1515286738-1679","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jhin","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jhin/","Sivir",""
"1515286509-1096","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nunu","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nunu/","","Shen"
"1515286920-2021","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ezreal","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ezreal/","Varus",""
"1515286721-1621","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Karma","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Karma/","Veigar",""
"1515286509-1087","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nunu","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nunu/","Elise",""
"1515286642-1426","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","LeBlanc","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Leblanc/","Cassiopeia",""
"1515287099-2501","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Aatrox","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Aatrox/","","Urgot"
"1515286521-1121","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nidalee","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nidalee/","Gragas",""
"1515286044-78","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zed","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zed/","Brand",""
"1515286509-1093","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nunu","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nunu/","","Lulu"
"1515287036-2355","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Aurelion Sol","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/AurelionSol/","","Katarina"
"1515286716-1620","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Karthus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Karthus/","","TwistedFate"
"1515287042-2369","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ashe","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ashe/","","Ezreal"
"1515286377-838","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ryze","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ryze/","","Velkoz"
"1515286495-1054","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Orianna","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Orianna/","","Zilean"
"1515286335-731","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Sion","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Sion/","","Janna"
"1515287042-2371","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ashe","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ashe/","","Twitch"
"1515286364-803","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Shaco","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Shaco/","","Shyvana"
"1515286474-1003","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Poppy","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Poppy/","","Teemo"
"1515286044-82","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zed","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zed/","","Heimerdinger"
"1515286206-460","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Tryndamere","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Tryndamere/","","Teemo"
"1515286615-1364","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lucian","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Lucian/","","Zed"
"1515286289-618","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Syndra","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Syndra/","Cassiopeia",""
"1515286328-716","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Sivir","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Sivir/","","Tristana"
